preu_actual,preu_original,descompte,titol,enllaç,descripcio,agent_nom,parking,tags,habs,metres2
1.850.000€,1.900.000 €,3%,"Xalet adossat a Passatge de Güell, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/103241480/,"Casa a reformar amb accés a través d'un passatge privat que li brinda tranquil·litat i privadesa, a un pas del carrer Mandri i de la Plaça Bonanova. Aquesta meravellosa casa d'estil anglès ofereix l'oportunitat de reformar-la al teu gust i convertir-la en una peça única. Són tres plantes comunicades per una escala i ascensor, més el terrat. Entrem a aquesta propietat a través d'un bonic jardí privat. Un ampli rebedor comunica amb el saló menjador, amb accés a un encantador pati que li brinda molta llum natural. La cuina office i el lavabo de co",LANTANA PREMIUM,No indicat,,7,270
1.995.000€,,0%,"Xalet aparellat a carrer de Sant Gervasi de Cassoles, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/106036962/,"Lluminós xalet de quatre plates a La Bonanova. L'habitatge consta de 525 m2, dels quals 455 m2 són útils. En entrar-hi ens trobem el pàrquing amb capacitat per a tres cotxes, quatre motos i un traster, disposa de plataforma giratòria per facilitar la sortida dels vehicles. Pujant a la primera planta arribem a un espaiós rebedor, un distribuïdor amb amplis armaris de paret, un lavabo i una zona d'estudi. L'accés a la següent planta ens porta a la zona noble de la casa, composta per un ampli i lluminós saló amb grans finestrals que donen accé",Withfor,Pàrking inclòs,Luxe,5,525
1.525.000€,,0%,"Pis a passeig de Garcia Fària, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/106030716/,"Pis lluminós a la novena planta amb àmplia terrassa i espectaculars vistes al mar, la ciutat i zones verdes. Espectacular pis situat en una novena planta, en una de les torres de l'Illa de la Llum. Aquest habitatge consta de 145m2 construïts amb una terrassa d'uns 48m2 amb vistes espectaculars a la ciutat, al parc i al mar. La propietat està distribuïda excel·lentment, amb la seva zona de dia i de nit. Té en total 4 habitacions, 3 dobles i 1 individual, 2 amplis banys, safareig, cuina office al costat d'un gran saló menjador i terrassa. La z",Withfor,Pàrking inclòs,"Vistes al mar, Luxe",4,169
760.000€,,0%,"Pis a carrer del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/104965887/,"Espléndido piso de 163m2 en venta en L'Antiga Esquerra de l'Eixample, con terraza exclusiva de 60m2. Esta espectacular Finca Regia ha sido completamente renovada, conservando cuidadosamente elementos originales restaurados. Destaca por su Tribuna Modernista y luminoso salón con balcón, ofreciendo un ambiente cálido y acogedor gracias a sus techos altos y amplios ventanales. Consta de 5 habitaciones, incluyendo una suite de 24m2 con vestidor, además de un baño completo con bañera y otro con plato de ducha. La cocina recientemente renovada presen",De Melo Inmobiliaria,Pàrking opc. 30.000 €,,5,163
1.250.000€,,0%,"Pis a carrer del Consell de Cent, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105851705/,"Ens enorgulleix presentar aquesta magnífica propietat de 5 dormitoris i 3 banys, ubicada al privilegiat carrer per a vianants de Consell de Cent, a pocs passos de l'emblemàtic Arc de Triomf. Aquest pis, en bon estat, ofereix una oportunitat única de reforma per modernitzar-lo i adaptar-lo als teus gustos, aprofitant al màxim la seva excel·lent distribució. En entrar, seràs rebut per un espaiós interior amb un saló menjador molt ampli i lluminós. La propietat compta amb quatre habitacions dobles i una habitació individual, inclosa una luxosa su",Lasose Real Estate s.l.,Pàrking inclòs,Lluminós,5,181
450.000€,,0%,"Pis a avinguda de la Riera de Cassoles, 57, El Putxet i el Farró, Barcelona",https://www.idealista.com/ca/inmueble/105266757/,"Fantàstic pis totalment rehabilitat i estrenar al centre de Barcelona. Aquest increïble pis de 70 m² construïts gaudeix d'una ubicació privilegiada en ple centre de Barcelona, a pocs passos de la Plaça Lesseps, el barri de Gràcia i la Ronda General Mitre. La zona combina l'encant històric i cultural de la ciutat amb una àmplia oferta de serveis, botigues, boutiques de luxe, centres comercials i transport públic als voltants. Distribució i característiques: Saló-menjador: Acollidor i exterior, perfecte per gaudir de la llum natural. Cuina: To",KM2 Servicios Inmobiliarios - Barcelona,No indicat,,2,70
1.250.000€,,0%,"Pis a Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/103737928/,"Magnífic pis reformat a la Bonanova amb vistes sobre la cuitat. Situat en una planta superior, aquest apartament gaudeix de molta llum natural durant tot el dia, oferint un ambient càlid i acollidor que et farà sentir com a casa. Les vistes des de les grans finestres de l'apartament són impressionants, amb vistes al barri de la Bonanova, al mar i a la muntanya de Collserola. L’apartament té un ampli espai obert, que et permet crear la zona d’estar ideal que s’adapti al teu estil i preferències. L’interior inclou una generosa sala d’estar que",Valords,No indicat,Vistes al mar,4,165
2.100.000€,,0%,"Pis a Pedralbes, Barcelona",https://www.idealista.com/ca/inmueble/102795136/,"Aquest àmpli apartament familiar en dúplex (planta baixa i primer pis) està situat al cor de Pedralbes i ofereix la sensació d'estar en una casa, amb el seu agradable jardí privat d'uns 100m2. Ben orientat, és lluminós i assolellat. A la planta superior trobem: una gran sala d'estar/menjador que s'obre a una terrassa coberta, una àmplia cuina amb zona de menjador, la suite principal, una habitació de servei i una bugaderia (amb descalcificador d'aigua). A la planta inferior, trobem 2 habitacions àmplies que comparteixen un bany i una altra ha",Valords,No indicat,Luxe,5,280
400.000€,420.000 €,5%,"Pis a carrer de la Indústria, La Sagrada Família, Barcelona",https://www.idealista.com/ca/inmueble/105298789/,"Ja és aquí el Black Clikday! +50 pisos amb fins a un 15% de descompte a les zones més top de Madrid, Barcelona, Màlaga, Sevilla i Girona. Ni t'ho pensis i agenda una visita per a aquest pis. Volarà! SOMOS PROPIETARIOS! Gaudeix de tots els avantatges de comprar directament a la propietat. Exclusiu pis reformat ubicat al barri de Sagrada Família, Barcelona, a Barcelona. L'habitatge està ubicat a la planta 2 exterior amb ascensor. Disposa d'una superfície total de 76 m², distribuïts en saló i menjador, cuina independent equipada, 3 dormitoris i",Clikalia España,No indicat,,3,76
360.000€,380.000 €,5%,"Pis a carrer de Lepant, El Fort Pienc, Barcelona",https://www.idealista.com/ca/inmueble/104435107/,"Ja és aquí el Black Clikday! +50 pisos amb fins a un 15% de descompte a les zones més top de Madrid, Barcelona, Màlaga, Sevilla i Girona. Ni t'ho pensis i agenda una visita per a aquest pis. Volarà! SOM PROPIETARIS! Gaudeix de tots els avantatges de comprar directament a la propietat. Exclusiu pis reformat ubicat al barri d'El Fort Pienc, a Barcelona. L'habitatge està ubicat a la planta 4 exterior amb ascensor. Disposa d'una superfície total de 66 m², distribuïts en saló i menjador, cuina oberta equipada, 2 dormitoris i 1 bany. A més, compt",Clikalia España,No indicat,,2,66
4.300.000€,,0%,"Àtic a Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/104012569/,Exclusiu àtic a tres vents a la zona alta de Barcelona. Situat en una zona elevada que separa el barri de Galvany del de la Bonanova que permet gaudir d´unes fabuloses vistes al mar ia la muntanya. És un edifici modern que es va construir el 2010 a una de les zones més privilegiades de la ciutat. Aquest assolellat àtic es compon de 292m2 construïts a la planta principal i 280m2 a la planta de la terrassa amb piscina. Com a característica principal destaca la presència de “llum natural a tots els seus espais” gràcies a la seva altura i excel,MARGARITA PUIG CONSULTORA INMOBILIARIA,Pàrking inclòs,"Vistes al mar, Luxe",4,300
2.400.000€,,0%,"Pis a carrer de Pau Claris, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106460222/,"Espectacular vivienda, única por sus servicios. Toda amueblada con las calidades más top del mercado, reformada por prestigioso arquitecto e Interiorista y lista para entrar a vivir con todos los detalles que uno pueda imaginar y destacamos los servicios que aporta, que harán sea una estancia incomparable a cualquier otro lugar. Entramos por el hall que nos divide claramente la zona de día y de noche, en la zona de día tenemos el precioso y elegante salón comedor con una tribuna típica de las Fincas Regia de L Eixample, donde relajarse en una",Max Ricart,No indicat,Luxe,4,206
2.200.000€,,0%,"Pis a carrer d'Ausiàs Marc, 16, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/104531546/,"En una de les millors zones de Barcelona, el baix Eixample Dret, en un carrer tranquil a 10 minuts caminant de Passeig de Gràcia i Plaça Catalunya surt a la venda aquest pis alt i solejat. Ubicat en una finca clàssica cantonera i amb vistes a edificis elegants. El pis es ven amb mobles d’alta gama, consta de 4 habitacions (2 suites) 3 banys i un bany de servei a més d’un safareig. La seva pràctica distribució ha creat un ampli saló menjador amb balcó i tribuna. Gran cuina marca Mudolnova que prové d’Itàlia amb els millors electrodomèstics de l",Barcelona & Costa Brava Sotheby’s Int. Realty,No indicat,Luxe,4,213
2.200.000€,,0%,"Pis a carrer d'Ausiàs Marc, 16, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/104531546/,"En una de les millors zones de Barcelona, el baix Eixample Dret, en un carrer tranquil a 10 minuts caminant de Passeig de Gràcia i Plaça Catalunya surt a la venda aquest pis alt i solejat. Ubicat en una finca clàssica cantonera i amb vistes a edificis elegants. El pis es ven amb mobles d’alta gama, consta de 4 habitacions (2 suites) 3 banys i un bany de servei a més d’un safareig. La seva pràctica distribució ha creat un ampli saló menjador amb balcó i tribuna. Gran cuina marca Mudolnova que prové d’Itàlia amb els millors electrodomèstics de l",Barcelona & Costa Brava Sotheby’s Int. Realty,No indicat,Luxe,4,213
2.450.000€,,0%,"Àtic a passeig del Taulat, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/106343321/,"Àtic dúplex impressionant amb terrassa i vistes panoràmiques. Aquest àtic de luxe en primera línia de platja és la llar dels teus somnis amb una meravellosa terrassa de 80 m2 i espectaculars vistes al mar Mediterrani i a la ciutat. Es troba a l'exclusiu edifici Illa del Mar, al modern barri de Diagonal Mar de Barcelona, que ofereix vigilància 24 hores, consergeria, 2 piscines, jardí, pista de pàdel, gimnàs, sauna i club social. A més, el preu inclou 2 places de pàrquing i un traster. L'habitatge té 142 m2 construïts interiors i està a la plan",Bcn Advisors,Pàrking inclòs,"Vistes al mar, Luxe",2,183
1.580.000€,,0%,"Pis a carrer de Còrsega, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/104375718/,"Exclusiu apartament de disseny a l'Eixample Exclusiu apartament a estrenar, totalment reformat i dissenyat per l'estudi d´arquitectura Victoria Interiors. Es situa a la 7a planta real d'un gran edifici cantoner del 1960, amb ascensor, servei de consergeria i terrassa comunitària. Ubicat a 3 illes de l'Avinguda Diagonal i Enric Granados, l'apartament disposa de 145 m2 de pis, més traster de 6m2 i un balcó amb vistes clares a la ciutat. La propietat s'ha reformat completament prestant atenció a cada detall: una perfecta distribució, instal·lacion",Engel & Völkers Barcelona,No indicat,Luxe,3,161
750.000€,,0%,"Pis a carrer de Mossèn Vives, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/99843249/,"HABITATGE EN VENDA DE DUES HABITACIONS REFORMAT I AMB TERRASSA A LA BONANOVA Pis en venda en una de les millors zones de Barcelona, a dos passos de la Plaça Bonanova, amb excel·lent comunicació, molt a prop de tot tipus de comerços i de col·legis i universitats prestigioses. L’habitatge, situada a la planta baixa d’una bonica finca de 1926 i amb només dues plantes d’alçada i 3 veïns, té uns 83 m² construïts distribuïts en dos dormitoris, un d’ells en suite, un segon bany ampli i un ampli saló menjador amb sortida directa a una tranquil·la ter",aProperties Real Estate Barcelona,No indicat,,2,97
3.800.000€,,0%,"Pis a carrer de Ferran Agulló, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106092753/,"Pis espectacular recent reformat i amb magnífiques vistes al parc. Orientació perfecta ja que queda enfocat a Mar i amb les habitacions principals exteriors. Disposa de 5 habitacions, dues habitacions dobles en suite amb la master que disposa d'un gran vestidor. Les altres dues habitacions dobles comparteixen un bany. A part disposa d'una habitació de servei amb el seu propi bany. La seva distribució és perfecta ja que deixa totes les estades íntimes i amb privacitat. La reforma és impecable i amb molt gust. Aire condicionat i calefacció en tot",Max Ricart,No indicat,Luxe,5,360
420.000€,,0%,"Pis a carrer de Pizarro, La Barceloneta, Barcelona",https://www.idealista.com/ca/inmueble/106374488/,"PIS AMB EXCEL·LENTS ACABATS I DISSENY ACTUAL Al barri de la Barceloneta, al Carrer Pizarro, en una finca del 1890, en bon estat de conservació, amb ascensor i terrat comunitari practicable, posem a la venda aquest preciós pis reformat amb molt de gust. El pis es troba a tan sols 10 minuts caminant de la platja. Es troba en una tercera planta real d'alçada i es distribueix de la manera següent: cuina oberta al saló-menjador, amb orientació nord-est i sortida directa al balcó amb vistes al carrer Pizarro. Dos dormitoris dobles, ampli bany i z",aProperties Real Estate Barcelona,No indicat,,2,68
1.275.000€,,0%,"Àtic a carrer de Girona, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106448740/,"ESPECTACULAR ÀTIC AMB TERRASSA AL CARRER GIRONA Us presentem aquesta espectacular propietat reformada en una de les zones més emblemàtiques de la ciutat. Ubicada al carrer per als vianants Girona amb una superfície de 144 m² i 72 m² de terrassa, un 5è real amb doble orientació, entre els carrers Consell de Cent i Diputació, envoltada de serveis i comerços. Destaca per la seva reforma, que es complementa amb espais amplis de gran lluminositat i excel·lents acabats. El pis es ven moblat i amb tots els electrodomèstics. L’habitatge es distribuei",aProperties Real Estate Barcelona,No indicat,,2,181
920.000€,,0%,"Pis a carrer de Josep M. Jujol, Vallcarca i els Penitents, Barcelona",https://www.idealista.com/ca/inmueble/106356273/,"PIS AMB TERRASSA EN VENDA ALS PEUS DEL TIBIDABO Situat en un lloc privilegiat, en la faldilla del Tibidabo, a pocs minuts de plaça Alfonso Comín, prop de col·legis i principals entrades a Barcelona, trobem aquest funcional pis de 120 m², una terrassa d'uns 80 m², un pati interior de 9 m² i una zona enjardinada de 20m2.   Està situat en una finca de recent construcció amb ascensor, zona comunitària enjardinada, traster i aparcament. A través del rebedor accedim a la zona de dia que consta d'un saló menjador amb sortida a la disfrutable terras",aProperties Real Estate Barcelona,Pàrking inclòs,,4,144
2.780.000€,,0%,"Pis a carrer de Trafalgar, Sant Pere - Santa Caterina i la Ribera, Barcelona",https://www.idealista.com/ca/inmueble/106235493/,"Ubicada en la intersección entre la Dreta de l’Eixample y el encantador barrio del Born, esta lujosa vivienda recién reformada te cautivará con sus amplios y luminosos espacios. Situada en la primera planta de una hermosa finca catalogada, que cuenta con ascensor y servicio de conserjería, esta joya abarca casi 350 metros cuadrados y presenta techos que superan los 3,20 metros de altura. Al ingresar desde la calle Trafalgar, te recibe una impresionante suite principal que ocupa toda la fachada, adornada con dos balcones y una elegante tribuna.",Max Ricart,No indicat,Luxe,4,347
1.640.000€,,0%,"Pis a carrer de Ferran Agulló, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/104221681/,"Aquest magnífic pis de 240 m 2 se situa a Turó Park (Barcelona), una coneguda zona que ofereix tranquil·litat i comoditat. En accedir-hi, un rebedor condueix a un ampli i lluminós menjador perfecte per gaudir de sopars a la reunió, a una sala d'estar decorada amb elegància ia una acollidora llibreria ideal per als que estimen la lectura. La cuina està recentment reformada i equipada amb electrodomèstics d'última generació, per la qual cosa estem davant d'un espai molt funcional. Al costat, tenim una bugaderia còmoda i pràctica per a les fei",Lucas Fox,No indicat,Luxe,5,242
1.150.000€,,0%,"Àtic a carrer d'Eduardo Conde, Sarrià, Barcelona",https://www.idealista.com/ca/inmueble/106372828/,"Proddigia us presenta en exclusiva aquest Àtic a REFORMAR en ple barri de Sarrià, un dels barris més exclusius i millor connectats de Barcelona. Disposa de 212m2 repartits en 3 plantes. Cada planta compta amb dos nivells. La zona de dia està distribuïda amb un impressionant saló amb sortida a la terrassa, un menjador amb accés directe a la cuina. La de nit, està composta per 4 habitacions i dos banys. A més, molts propietaris es fan una altra habitació amb bany integrat a la planta superior, on actualment hi ha un segon saló ampli amb una gran",Proddigia Barcelona,Pàrking inclòs,,5,212
812.000€,,0%,"Pis a carrer d'Alfons XII, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105538284/,"Aquest pis acollidor es troba situat en un dels carrers més tranquils i residencials de l'encantador barri de Galvany, a Sant Gervasi (Barcelona). La finca està ubicada davant d'un parc entre els carrers Alfons XII i Oliana, amb una porteria reformada recentment, servei de consergeria, zona comunitària, traster i piscina al terrat. El pis té una superfície de 118 m2 i les zones de dia i nit estan clarament diferenciades. La zona de dia inclou un ampli i agradable saló-menjador amb grans finestrals a l'exterior, que ofereix un espai còmode i",Lucas Fox,No indicat,,3,118
1.400.000€,,0%,"Pis a carrer de Balmes, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106239340/,"Aquest meravellós habitatge ocupa la cinquena planta real d'un elegant edifici modernista que compta amb terrassa comunitària, ascensor i servei de consergeria. La seva superfície de 226 m 2 construïts es distribueix en un vestíbul ampli que separa les àrees de dia i nit: la primera orientada al sud-oest, mentre que la segona s'orienta cap a l'est. El saló menjador lluminós amb llar de foc i uns grans finestrals suposa un ambient càlid i acollidor. Amb ell, tenim una sala addicional que es pot destinar a menjador independent, oficina, bibli",Lucas Fox,No indicat,,5,226
3.500.000€,,0%,"Àtic a carrer de Raset, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106042533/,"Lucas Fox presenta aquest meravellós àtic dúplex completament exterior al cobejat barri de Tres Torres. L'habitatge compta amb una superfície de gairebé 600 m2, més una terrassa de 55 m2 amb orientació sud-est i una altra de 68 m2 orientada a la muntanya. Destaca per l'amplitud dels espais i els sostres alts de més de 3 metres. La planta principal presenta clarament diferenciades la zona de dia i la zona de nit i presenta dues entrades, la principal i la de servei. Accedim a l'habitatge i ens trobem un ampli rebedor que ens dóna pas a dos gra",Lucas Fox,Pàrking inclòs,,8,631
650.000€,,0%,"Pis a carrer del Poeta Cabanyes, El Poble Sec - Parc de Montjuïc, Barcelona",https://www.idealista.com/ca/inmueble/106502204/,"Fantàstic pis de 93m² construïts totalment moblat amb una terrassa privada de 60m². Aquest magnífic habitatge consta d'un rebedor que et porta directe a un saló-menjador ampli i acollidor, amb una cuina oberta i totalment equipada (nevera, rentavaixelles, forn, microones). Disposa de 3 habitacions: 2 d'elles dobles amb sortida a balcó i una altra habitació doble amb zona de despatx. En l'icònic carrer Poeta Cabanyes, aquesta llar combina història i modernitat. El seu edifici de 1888 va ser rehabilitat en 2018, i mescla aquest estil clàssic de",Alting,No indicat,,3,93
3.000.000€,,0%,"Pis a carrer de les Tres Torres, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106503664/,"Impressionant propietat a Tres Torres. Aquesta planta baixa disposa de 450 metres quadrats d'espai habitable i un encantador pati de 370 metres que l'envolta. Es tracta d'una finca elegant amb servei de vigilància. Inclou 3 places d'aparcament per a cotxes, 4 per a motos i un traster. Viure en un lloc així és un veritable luxe. La casa està construïda als quatre vents, completament exterior, i envoltada del seu propi jardí, cosa que la fa tranquil·la i assolellada. Com és d'esperar, totes les habitacions són àmplies i lluminoses, amb múltiples",PEDROOCHOA,Pàrking inclòs,Luxe,7,460
1.250.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/103725225/,"Pis alt i lluminós reformat a estrenar. Pis reformat a estrenar amb gran superfície, doble orientació i alçada. En ser una 7a planta, la llum natural és protagonista a les estances principals, que ofereixen meravelloses vistes de la ciutat per un costat i de la muntanya per l'altre. Es troba en una zona residencial i tranquil·la de Barcelona, al barri de La Bonanova, ideal per viure en família. L'habitatge disposa de 165 m2 construïts i 27 m2 d'elements comuns segons Cadastre, més un balcó semicircular de 2 m2 que dóna al carrer. Aquest pis é",Bcn Advisors,No indicat,,4,195
1.480.000€,,0%,"Pis a Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106144229/,"Espectacular i ampli pis reformat estrenat al centre de Barcelona. Aquest meravellós pis té una ubicació envejable a Barcelona, a només un carrer de Plaça Catalunya i el Passeig de Gràcia. Podràs gaudir de l'encant de l'Eixample i de tots els avantatges del centre de la ciutat, amb la millor oferta de serveis, comerços, teatres, institucions de prestigi i transport públic de tota Barcelona. El pis es lliura reformat estrenar i manté preciosos elements originals com la volta catalana als sostres i parets de maó vist. Disposa de 248 m2 construï",Bcn Advisors,No indicat,Lluminós,4,248
530.000€,,0%,"Pis a carrer de Casanova, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105673060/,"Ja és aquí el Black Clikday! +50 pisos amb fins a un 15% de descompte a les zones més top de Madrid, Barcelona, Màlaga, Sevilla i Girona. Ni t'ho pensis i agenda una visita per a aquest pis. Volarà! SOMOS PROPIETARIOS! Gaudeix de tots els avantatges de comprar directament a la propietat. Exclusiu pis reformat ubicat al barri de L'Antiga Esquerra de l'Eixample, a Barcelona. L'habitatge està ubicat a la planta 3 pati de poma amb ascensor. Disposa d'una superfície total de 87 m², distribuïts en saló i menjador, cuina independent equipada, 3 dor",Clikalia España,No indicat,,3,87
1.850.000€,,0%,"Pis a passeig de Gràcia, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/104865699/,"Exclusiu habitatge de 143m2 construïts i 23m2 de terrassa, distribuïts en un lluminós saló menjador amb sortida a dos agradables balcons. La cuina és oberta i ve completament equipada amb electrodomèstics d´alta gamma (entre ells una nevera per a vins Liebherr). A través del distribuïdor accedim a la zona de nit, on trobarem l´habitació master suite amb sortida a l´espectacular terrassa, aquest dormitori disposa d´un ampli vestidor i un bany complet amb plat de dutxa. La segona habitació també és doble i té just davant un bany complet amb banye",Walter Haus Barcelona,No indicat,Luxe,2,126
1.900.000€,,0%,"Pis a passeig de Gràcia, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106490221/,"Elegant pis de 190 m² construïts ubicat a l'icònic Passeig de Gràcia. L'habitatge compta amb tres habitacions, incloent una master suite amb bany privat amb una gran banyera jacuzzi, a més una habitació extra actualment usada com a despatx. En total, disposa de dos banys complets i un lavabo de cortesia, proporcionant una comoditat excepcional per a residents i visites. La propietat ofereix un disseny espaiós i ben distribuït en una finca clàssica amb ascensor. La propietat es diferencia per la distribució, separant clarament la zona de dia i",Walter Haus Barcelona,No indicat,Luxe,3,190
1.350.000€,1.390.000 €,3%,"Pis a Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106469405/,"Aquesta elegant propietat es troba en un dels carrers més emblemàtics de la ciutat, Balmes. Els seus 215 m2 construïts (195 m2 útils) es distribueixen en un espai de dia i un altre de nit. També te una terrassa orientada a l'est de 12 m2. Accedim a la propietat a través d'un passadís, on trobem dues habitacions. En una tenim un a comodant cinema per gaudir en família i una zona d'aigües. La zona de dia compta amb un ampli saló-menjador amb accés directe a terrassa, i una cuina tipus office. En aquest espai hi trobem un petit lavabo, i una ha",Withfor,Pàrking inclòs,,3,210
1.745.000€,,0%,"Àtic a Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/103447290/,"Fantàstic àtic dúplex amb terrasses i vistes El barri on se situa et captiva per la seva tranquil•litat i elegància. Finca clàssica elegant i reformada, sòlida i senyorial. La propietat està en una setena i vuitena planta és a dir l'Àtic i Sobreàtic en la part alta del carrer Balmes i davant dels cinemes. Finca amb conserge, dos ascensors. Accedim a la propietat mitjançant un ampli i lluminós rebedor que separa les zones de dia i nit. Entrada a la cuina enfront de la porta de servei. Ampli distribuïdor d'accés a la part superior o al saló i el",Engel & Völkers Barcelona,No indicat,"Vistes al mar, Luxe",6,406
2.000.000€,,0%,"Pis a carrer de Tòquio, Pedralbes, Barcelona",https://www.idealista.com/ca/inmueble/105491009/,"Apartamento en venta en Pedralbes, Barcelona. Perfectamente ubicado en la prestigiosa zona residencial de Pedralbes, se encuentra este elegante edificio con gran presencia. Este apartamento, totalmente exterior y con orientación a tres vientos, ofrece una amplia terraza accesible desde el salón, con vistas despejadas y muy agradables. Gracias a su excelente orientación, disfruta de abundante sol y luz natural durante todo el día. El apartamento cuenta con cinco habitaciones y cuatro baños, proporcionando un amplio espacio para toda la familia",Max Ricart,Pàrking inclòs,,5,280
495.000€,,0%,"Pis a carrer de les Camèlies, La Salut, Barcelona",https://www.idealista.com/ca/inmueble/105868499/,"Coldwell Banker Eminent us presenta aquest pis recent reformat de 3 habitacions i dos banys, ubicat al barri de Vila de Gràcia, a la segona planta d'una finca de 1970. En entrar, trobem un rebedor que dóna accés a un lluminós saló amb cuina oberta, totalment equipada amb electrodomèstics d'alta gamma. Aquest espai s'obre a un balcó amb molta llum natural, sobretot a les tardes. La zona de nit està composta per tres habitacions dobles. L'habitació principal és exterior i compta amb un elegant bany en suite, mentre que les altres dues habitacio",Coldwell Banker Eminent,No indicat,,3,100
365.000€,,0%,"Pis a Sants - Badal, Barcelona",https://www.idealista.com/ca/inmueble/106505355/,"Coldwell Banker presenta en venda aquest acollidor pis en un carrer molt tranquil al barri de Sants -Badal, amb una terrassa comunitària habilitada, ideal per gaudir de moments a l'aire lliure. Situat en una quarta planta real i últim de alçada. L'apartament de 77 m² construïts, compta amb un ampli saló-menjador amb sortida a un tranquil balcó d'orientació oest, perfecte per relaxar-se a les tardes. Disposa d'una cuina independent recent reformada i moderna. Encara que actualment es tracta d'un apartament d'una habitació, existeix la possibil",Coldwell Banker Eminent,No indicat,,1,77
1.660.000€,,0%,"Àtic a Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105970717/,"Aquest meravellós àtic cantonera, situat en una de les àrees més prestigioses i sol·licitades de la zona alta de Barcelona, és el refugi perfecte per a aquells que busquen luxe, confort i una qualitat de vida excepcional. Situat en un carrer per a vianants davant de la plaça Cardona, en ple barri de Galvany, aquest àtic està envoltat de tot tipus de comerços, restaurants, serveis i transport públic, i a pocs minuts de col·legis internacionals com l'Escola Suïssa. La superfície total de l'àtic (270 m2) es compon d'uns 180 m2 construïts d'habita",Bcn Advisors,Pàrking opc. 1 €,"Lluminós, Luxe",4,270
1.400.000€,,0%,"Pis a carrer de Balmes, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/105683289/,"ALTING presenta aquesta impressionant propietat de 252m² situada a una de les zones més demandes de la zona alta. Amb un disseny elegant i acabats de màxima qualitat, aquesta propietat ofereix l'equilibri perfecte entre estil i funcionalitat. Disposa d'una àmplia terrassa privada de 29m², que compta amb una encantadora caseta annexa de 6m², ideal per a usar com a oficina, sala de jocs o estudi. L'habitatge, de 217m², es caracteritza pels seus espais amplis. Compta amb un gran saló amb menjador, una espaiosa cuina office completament equipada",Alting,Pàrking inclòs,,5,252
1.560.000€,,0%,"Pis a carrer de Francesc Carbonell, Sarrià, Barcelona",https://www.idealista.com/ca/inmueble/105386757/,"A la zona de Sarria, molt a prop de Pedralbes; trobem aquest pis a tres vents amb unes meravelloses vistes a la ciutat de Barcelona i al mar. La seva orientació sud i alçada fan que tingui una llum envejable. Disposa de 4 habitacions i tres banys, més zona de servei. A més compta amb una de les millors zones comunes de Barcelona; dues piscines, pista de tennis, camp de futbol i un restaurant. Té 4 places de pàrquing i seguretat 24h. Una gran oportunitat per viure a la zona alta de Barcelona.  .",Duran Carasso Barcelona,Pàrking inclòs,Vistes al mar,4,220
